CG_name	Gene	Chromosome	Site
CG2493	CG2493	2L	38C8-38C8
CG2503	atms	3R	82D5-82D5
CG2505	alpha-Est2	3R	84D9-84D9
CG2507	sas	3R	84C8-84D1
CG2508	Cdc23	2L	38C7-38C8
CG2512	alphaTub84D	3R	84D9-84D9
CG2519	CG2519	3R	83B1-83B1
CG2520	lap	3R	84D1-84D2
CG2522	SrpRalpha	X	10A6-10A6
CG2525	Hus1-like	3R	82D6-82D6
CG2528	CG2528	2L	40D1-40D2
CG2530	corto	3R	82E7-82E7
CG2533	CG2533	X	10C10-10C10
CG2540	CG2540	X	11B5-11B6
CG2543	Fpgs	X	11B3-11B4
CG2555	Cpr11B	X	11B1-11B1
CG2556	CG2556	X	11A12-11A12
CG2559	Lsp1alpha	X	11A12-11A12
CG2560	Cpr11A	X	11A12-11A12
CG2574	CG2574	X	11A9-11A9
CG2577	CG2577	X	11A9-11A9
CG2595	RacGAP84C	3R	84D3-84D3
CG2604	Sccpdh1	3R	82F6-82F6
CG2608	CG2608	2L	38D2-38D2
CG2611	CG2611	2L	38D2-38D2
CG2614	CG2614	2L	38D2-38D2
CG2615	IKKepsilon	2L	38D4-38D5
CG2616	CG2616	3R	84D13-84D13
CG2617	CG2617	2L	38D5-38D5
CG2621	sgg	X	3A8-3B1
CG2637	Fs(2)Ket	2L	38E5-38E5
CG2641	CG2641	3R	84E1-84E1
CG2647	per	X	3B1-3B2
CG2650	dyw	X	3B2-3B2
CG2652	CG2652	X	3B1-3B1
CG2655	HLH3B	X	3B1-3B1
CG2656	CG2656	3R	84C6-84C6
CG2657	Ir21a	2L	21A5-21B1
CG2658	Spg7	X	3B2-3B2
CG2662	CG2662	X	3B2-3B2
CG2663	CG2663	3R	83A1-83A1
CG2665	EbpII	2R	60F5-60F5
CG2666	kkv	3R	83A1-83A1
CG2668	Ebp	2R	60F5-60F5
CG2669	hd	3R	83A1-83A1
CG2670	Taf7	3R	84E5-84E5
CG2671	l(2)gl	2L	21A5-21A5
CG2674	Sam-S	2L	21B2-21B2
CG2675	Ugalt	X	3B2-3B2
CG2677	eIF2Bbeta	X	3B2-3B2
CG2678	CG2678	3R	84E5-84E5
CG2679	gol	2R	60F3-60F3
CG2680	CG2680	X	3B2-3B2
CG2681	CG2681	X	3B2-3B3
CG2682	d4	2R	41E4-41E4
CG2684	lds	3R	84E5-84E5
CG2685	CG2685	X	3B3-3B3
CG2691	CG2691	X	12A8-12A9
CG2692	gsb-n	2R	60F1-60F2
CG2694	CG2694	X	3B3-3B3
CG2698	CG2698	3R	84E8-84E8
CG2699	Pi3K21B	2L	21B8-21B8
CG2701	CG2701	X	3B3-3B3
CG2702	Pbp95	3R	84E8-84E8
CG2706	fs(1)Yb	X	3B3-3B3
CG2707	fs(1)Ya	X	3B3-3B3
CG2708	unc-45	3R	84E9-84E9
CG2709	vilya	X	3B3-3B3
CG2711	dwg	X	3B3-3B3
CG2712	CG2712	X	3B3-3B4
CG2713	ttm50	X	3B3-3B3
CG2714	crm	X	3B3-3B4
CG2715	Syx4	X	3B4-3B4
CG2718	Gs1	2L	21B2-21B3
CG2720	Stip1	2L	21B8-21B8
CG2723	ImpE3	3R	84E8-84E9
CG2727	emp	2R	60E11-60E11
CG2736	CG2736	2R	60E11-60E11
CG2746	RpL19	2R	60E11-60E11
CG2747	CG2747	3R	84E8-84E9
CG2750	CG2750	X	11A4-11A4
CG2759	w	X	3B6-3B6
CG2762	ush	2L	21E1-21E2
CG2765	CG2765	2R	60E10-60E11
CG2767	CG2767	3R	84E8-84E8
CG2772	CG2772	2L	23F3-23F3
CG2774	Snx1	2L	23F3-23F3
CG2781	Elovl7	3R	84E6-84E7
CG2788	Ugt36A1	2L	24A1-24A2
CG2789	Tspo	2L	21E2-21E2
CG2790	CG2790	2R	60E8-60E8
CG2791	CD98hc	3R	84E6-84E6
CG2794	CG2794	2L	21E2-21E2
CG2803	Tina-1	2R	60E5-60E8
CG2807	Sf3b1	2L	21E2-21E2
CG2811	CG2811	2R	60E5-60E5
CG2812	CG2812	2R	60A11-60A11
CG2813	cold	2L	21E2-21E2
CG2816	CG2816	2L	24C1-24C1
CG2818	CG2818	2L	24C1-24C1
CG2819	Pph13	2L	21E2-21E2
CG2822	Shaw	2L	24C1-24C2
CG2826	lectin-21Ca	2L	21E2-21E2
CG2827	Taldo	2R	60A12-60A12
CG2830	Hsp60B	2L	21E2-21E2
CG2835	Galphas	2R	60A12-60A13
CG2837	snsl	2L	25B2-25B3
CG2839	CG2839	2L	21E2-21E2
CG2841	CG2841	X	3A1-3A1
CG2843	Cwc25	2L	23A3-23A3
CG2845	Raf	X	3A1-3A1
CG2846	CG2846	3R	84E5-84E5
CG2848	Tnpo-SR	2L	23A3-23A5
CG2849	Rala	X	3E5-3E6
CG2851	Gsc	2L	21E2-21E2
CG2852	CG2852	2R	58F3-58F3
CG2854	CG2854	X	2F6-3A1
CG2855	aph-1	2L	23A5-23A5
CG2857	Tpc2	2R	60E5-60E5
CG2859	Taf10	2L	23A5-23A5
CG2861	CG2861	X	4D1-4D2
CG2862	HINT1	2L	23A5-23A5
CG2863	Nle	2L	21E2-21E2
CG2864	Parg	X	3E2-3E2
CG2865	CG2865	X	2F4-2F5
CG2867	Prat	3R	84E5-84E5
CG2871	CG2871	X	4D1-4D1
CG2872	AstA-R1	X	3D6-3E1
CG2875	CG2875	X	3D6-3D6
CG2885	RabX2	X	9C1-9C1
CG2887	CG2887	X	9D1-9D1
CG2889	CG2889	X	9D1-9D1
CG2890	PPP4R2r	X	9D1-9D2
CG2893	zyd	X	-
CG2898	CG2898	X	9B12-9B12
CG2899	ksr	3R	83A5-83A5
CG2901	CG2901	X	3F2-3F2
CG2902	Nmdar1	3R	83A6-83A7
CG2903	Hrs	2L	23A3-23A3
CG2904	ec	X	3F3-3F3
CG2906	CG2906	2R	43F6-43F7
CG2909	CG2909	X	9B7-9B7
CG2910	nito	2R	43F8-43F9
CG2911	Dph4	3R	83B6-83B6
CG2914	Ets21C	2L	21E2-21E2
CG2915	CG2915	2R	43F7-43F8
CG2916	Septin5	2R	43F8-43F8
CG2917	Orc4	2R	60E1-60E2
CG2918	CG2918	X	2F3-2F4
CG2919	asl	3R	83B4-83B5
CG2921	CG2921	2R	58B3-58B3
CG2922	kra	3R	83B4-83B4
CG2924	CG2924	X	2F2-2F3
CG2925	noi	3R	83B4-83B4
CG2926	CG2926	3R	83B2-83B4
CG2928	Reg-5	2R	60E1-60E1
CG2929	Pi4KIIalpha	3R	83B1-83B2
CG2930	CG2930	X	3F4-3F4
CG2931	CG2931	3R	83B2-83B2
CG2932	Klf15	X	4D1-4D1
CG2934	VhaAC39-1	X	3F4-3F4
CG2937	mRpS2	2L	25B1-25B1
CG2938	CG2938	X	3F7-3F7
CG2939	slp2	2L	24C7-24C7
CG2941	Glos	X	3F7-3F7
CG2943	EMC1	3R	84E4-84E5
CG2944	gus	2R	41D3-41D3
CG2945	cin	X	1A1-1A1
CG2947	HIP-R	X	3F1-3F1
CG2948	PolZ2	3R	83B4-83B4
CG2950	mxt	2L	25A8-25B1
CG2955	CG2955	2L	24D6-24D6
CG2956	twi	2R	59C2-59C2
CG2957	mRpS9	3R	84E4-84E4
CG2958	lectin-24Db	2L	24D8-24D8
CG2960	RpL40	2L	24E1-24E1
CG2961	CG2961	X	9B4-9B4
CG2962	CG2962	X	9B4-9B4
CG2964	CG2964	2L	23B2-23B2
CG2968	ATPsyndelta	X	9B4-9B4
CG2969	Atet	2L	24E1-24E1
CG2970	Stoml2	2R	60A13-60A13
CG2972	CG2972	X	9B1-9B1
CG2973	Cpr23B	2L	23B3-23B3
CG2974	Naxe	X	9B1-9B1
CG2975	CG2975	2L	23B4-23B4
CG2976	Fnta	2L	25A8-25A8
CG2977	Inx7	X	6E4-6E4
CG2979	Yp2	X	9A5-9A5
CG2980	thoc5	2R	60A13-60A13
CG2981	TpnC41C	2R	41D1-41D1
CG2982	NO66	X	4B6-4B6
CG2983	CG2983	2L	23B5-23B5
CG2984	Pp2C1	X	4C12-4C13
CG2985	Yp1	X	9A5-9B1
CG2986	RpS21	2L	23B6-23B6
CG2987	alpha-Catr	2R	60A14-60A14
CG2988	ems	3R	88A2-88A2
CG2990	CG2990	X	9A4-9A4
CG2991	CG2991	2L	23B6-23B7
CG2993	CG2993	3R	84E1-84E1
CG2995	G9a	X	1A1-1A1
CG2998	RpS28b	X	8E7-8E7
CG2999	unc-13	4	102C4-102C5
CG3000	fzr	X	4C11-4C12
CG30000	GstT1	2R	45F6-45F6
CG30001	CG30001	2R	46B4-46B4
CG30002	CG30002	2R	46A1-46A1
CG30005	GstT2	2R	45F6-45F6
CG30007	tea	2R	46C2-46C4
CG30008	CG30008	2R	46C2-46C2
CG3001	Hex-A	X	8E10-8E10
CG30010	CG30010	2R	46B4-46B4
CG30011	gem	2R	46F1-46F2
CG30015	CG30015	2R	47C3-47C5
CG30016	CG30016	2R	47C5-47C5
CG30018	mthl13	2R	47B13-47B13
CG3002	Gga	X	8F1-8F1
CG30020	CG30020	2R	47C5-47C5
CG30021	metro	2R	47E1-47E1
CG30022	CG30022	2R	47F8-47F8
CG30023	sprt	2R	47F8-47F8
CG30025	CG30025	2R	47F4-47F5
CG30026	CG30026	2R	47F10-47F10
CG30028	gammaTry	2R	47F4-47F4
CG30030	Gr47b	2R	47F5-47F5
CG30031	CG30031	2R	47F4-47F4
CG30033	CG30033	2R	47F1-47F1
CG30035	Tret1-1	2R	48B6-48B7
CG30036	CG30036	2R	48D5-48D5
CG30037	CG30037	2R	48D5-48D5
CG30039	CG30039	2R	48D8-48D8
CG3004	Lst8	X	8F1-8F1
CG30040	jeb	2R	48E1-48E2
CG30042	Cpr49Ab	2R	49A1-49A1
CG30043	CG30043	2R	49A1-49A1
CG30044	s-cup	2R	49A9-49A10
CG30045	Cpr49Aa	2R	49A1-49A1
CG30046	CG30046	2R	48F7-48F7
CG30047	CG30047	2R	49A1-49A1
CG30048	CG30048	2R	49A2-49A2
CG30049	CG30049	2R	49A1-49A1
CG30050	CG30050	2R	49A3-49A3
CG30051	Tmem18	2R	49A6-49A6
CG30052	Obp49a	2R	49B12-49B12
CG30053	CG30053	2R	49B12-49B12
CG30054	CG30054	2R	49B9-49B9
CG30056	CG30056	2R	49B3-49B3
CG30058	CG30058	2R	49F9-49F9
CG30059	CG30059	2R	50A5-50A5
CG3006	Fmo-1	2R	60A14-60A14
CG30060	CG30060	2R	50A7-50A7
CG30062	CG30062	2R	50A9-50A9
CG30065	CG30065	2R	50A8-50A8
CG30067	Obp50a	2R	50F6-50F6
CG30069	Sdb	2R	50E2-50E3
CG30072	Obp50c	2R	50F6-50F6
CG30073	Obp50b	2R	50F6-50F6
CG30074	Obp50d	2R	50F6-50F6
CG30075	CG30075	2R	50F7-50F7
CG30076	CG30076	2R	51A8-51A8
CG30077	Blos1	2R	51B6-51B6
CG3008	CG3008	2L	25B1-25B1
CG30080	CG30080	2R	52C1-52C1
CG30081	Ir51b	2R	51E6-51E7
CG30082	CG30082	2R	52B5-52B5
CG30083	CG30083	2R	52C2-52C2
CG30084	Zasp52	2R	52C4-52C7
CG30085	Rif1	2R	52C8-52C8
CG30087	CG30087	2R	52C1-52C1
CG30088	CG30088	2R	52C1-52C1
CG30089	CG30089	2R	52C2-52C4
CG3009	CG3009	X	4C11-4C11
CG30090	CG30090	2R	52C1-52C1
CG30091	CG30091	2R	52B5-52B5
CG30092	jbug	2R	59A3-59A3
CG30093	COX6AL	2R	52D3-52D4
CG30094	CG30094	2R	52E10-52E11
CG30095	CG30095	2R	52E5-52E5
CG30096	CG30096	2R	53B4-53B5
CG30098	CG30098	2R	53C2-53C2
CG30099	CG30099	2R	53B1-53B1
CG30100	CG30100	2R	53B1-53B1
CG30101	Vajk4	2R	54B7-54B7
CG30103	CG30103	2R	54B17-54B17
CG30104	NT5E-2	2R	54B17-54B17
CG30105	CG30105	2R	54C12-54C12
CG30106	CCHa1-R	2R	54D3-54D3
CG30108	CG30108	2R	54D4-54D4
CG30109	CG30109	2R	54D4-54D4
CG3011	Shmt	X	5C7-5C7
CG30110	CG30110	2R	54F5-54F5
CG30114	CG30114	2R	55B12-55B12
CG30115	GEFmeso	2R	55D3-55D4
CG30116	CG30116	2R	55C10-55D1
CG30118	Ttd14	2R	55C9-55C9
CG30120	CG30120	2R	55C9-55C9
CG30122	CG30122	2R	55E3-55E3
CG30125	Ir56a	2R	56B3-56B3
CG30128	Obp56c	2R	56E2-56E2
CG30129	Obp56b	2R	56E2-56E2
CG3014	CG3014	3R	84E1-84E1
CG30141	Obp57a	2R	57A4-57A4
CG30142	Obp57b	2R	57A4-57A4
CG30145	Obp57e	2R	57A5-57A5
CG30147	Hil	2R	57A7-57A7
CG30148	CG30148	2R	57A5-57A5
CG30149	rig	2R	57A8-57A8
CG30150	Obp57d	2R	57A5-57A5
CG30151	CG30151	2R	57A4-57A4
CG30152	galla-1	2R	57A10-57A10
CG30154	CG30154	2R	57A5-57A5
CG30156	CG30156	2R	42E1-42E1
CG30157	CG30157	2R	42E1-42E1
CG30158	CG30158	2R	42D6-42E1
CG30159	CG30159	2R	42E4-42E4
CG3016	Usp30	X	5C5-5C6
CG30160	CG30160	2R	42E4-42E5
CG30161	CG30161	2R	60D13-60D13
CG30163	Cpr60D	2R	60D13-60D13
CG30169	Brca2	2R	60D4-60D4
CG3017	Alas	2R	60A14-60A14
CG30170	bgcn	2R	60A4-60A4
CG30172	CG30172	2R	60B5-60B5
CG30173	HSPC300	2R	60B4-60B4
CG30176	Pym	2R	60A4-60A4
CG30177	CG30177	2R	60A1-60A1
CG30178	CG30178	2R	60A16-60A16
CG3018	lwr	2L	21E2-21E2
CG30181	ppk3	2R	59E3-59E3
CG30183	CG30183	2R	59F6-59F6
CG30184	CG30184	2R	59F1-59F1
CG30185	AIMP3	2R	59E3-59E3
CG30186	Gr59c	2R	59C4-59C4
CG30187	CG30187	2R	59B4-59B4
CG30189	Gr59a	2R	59C3-59C3
CG3019	su(w[a])	X	1E1-1E1
CG30191	Gr59b	2R	59C3-59C3
CG30192	CG30192	2R	59C5-59D1
CG30195	CG30195	2R	58F3-58F3
CG30196	CG30196	2R	58F4-58F4
CG30197	CG30197	2R	51A4-51A4
CG30203	CG30203	2R	48F7-48F7
CG3021	CG3021	X	1E1-1E1
CG3022	GABA-B-R3	2L	21E2-21E2
CG30222	CG30222	2R	57F2-57F2
CG3024	Torsin	X	4C11-4C11
CG3025	mof	X	5C5-5C5
CG30259	CG30259	2R	59A3-59A3
CG3026	mus81	X	1D2-1D2
CG30263	stum	2R	57F8-57F8
CG30265	CG30265	2R	59B2-59B2
CG30268	CG30268	2R	59A3-59A3
CG30269	CG30269	2R	58F4-58F6
CG3027	pyd3	3R	84D14-84D14
CG30270	CG30270	2R	59B1-59B1
CG30271	CG30271	2R	59B2-59B2
CG30272	MFS1	2R	59B2-59B2
CG30273	CG30273	2R	58F4-58F4
CG30274	CG30274	2R	59B2-59B2
CG30275	CG30275	2R	59A3-59A3
CG30277	Oatp58Da	2R	58D2-58D2
CG30278	CG30278	2R	58D2-58D2
CG3028	Ipp	3R	88A3-88A3
CG30280	CG30280	2R	58B8-58B9
CG30281	CG30281	2R	58B9-58B9
CG30283	CG30283	2R	57E11-57E11
CG30284	CG30284	2R	57F6-57F6
CG30285	CG30285	2R	57F8-57F8
CG30286	CG30286	2R	57E9-57E10
CG30287	CG30287	2R	57E10-57E11
CG30288	CG30288	2R	57E9-57E9
CG30289	CG30289	2R	57E9-57E9
CG3029	or	2R	60A14-60A14
CG30290	Ppcdc	2R	57F8-57F9
CG30291	CG30291	2R	57B5-57B9
CG30293	Cht12	2R	57B16-57B16
CG30295	Ipk1	2R	57B3-57B4
CG30296	RIC-3	2R	57B9-57B12
CG3032	CG3032	X	6E4-6E4
CG30323	CG30323	2R	54F1-54F1
CG30324	CG30324	2R	53B1-53B1
CG30325	CG30325	2R	54F5-54F5
CG30329	Vha100-3	2R	55F11-55F11
CG3033	GAA1	X	5C5-5C5
CG30330	Gr59d	2R	59C4-59C4
CG30334	CG30334	2R	49A6-49A6
CG30338	CG30338	2R	45F6-45F6
CG30339	CG30339	2R	45F6-45F6
CG3034	MED22	X	1D2-1D2
CG30340	CG30340	2R	45F6-45F6
CG30342	Prp38	2R	45A12-45A12
CG30343	Tsen15	2R	45C1-45C1
CG30344	CG30344	2R	45A12-45A13
CG30345	CG30345	2R	45A13-45A13
CG30349	CG30349	2R	44F5-44F6
CG3035	cm	X	6E4-6E4
CG30350	CG30350	2R	44F1-44F1
CG30354	UQCR-11L	2R	44E2-44E2
CG30355	CG30355	2R	44E2-44E2
CG30356	CG30356	2R	44E3-44E3
CG30357	CG30357	2R	44E3-44E3
CG30359	Mal-A5	2R	44D1-44D1
CG3036	CG3036	2L	25B1-25B2
CG30360	Mal-A6	2R	44D1-44D1
CG30361	mtt	2R	44D1-44D2
CG30362	boly	2R	44C4-44C4
CG30363	cola	2R	44C4-44C4
CG30364	hubl	2R	44C4-44C4
CG30365	spaw	2R	44C4-44C4
CG30366	swif	2R	44C4-44C4
CG30369	CG30369	2R	44C3-44C3
CG30371	CG30371	2R	44C3-44C3
CG30372	Asap	2R	44B2-44B2
CG30373	CG30373	2R	44B7-44B7
CG30375	CG30375	2R	44C3-44C3
CG30376	CG30376	2R	44C3-44C3
CG30377	CG30377	2R	43F1-43F1
CG30378	CG30378	2R	43F6-43F6
CG30379	CG30379	2R	43F4-43F4
CG3038	CG3038	X	1A1-1A1
CG30380	CG30380	2R	43F4-43F4
CG30381	PIG-X	2R	43F2-43F2
CG30382	Prosalpha1R	2R	43E18-43E18
CG30383	CG30383	2R	43E18-43E18
CG30384	CG30384	2R	43A1-43A1
CG30385	CG30385	2R	43A1-43A1
CG30388	Magi	2R	57C2-57C3
CG30389	CG30389	2R	57C4-57C6
CG3039	ogre	X	6E4-6E4
CG30390	Sgf29	2R	57D8-57D8
CG30391	CG30391	2R	57D4-57D4
CG30392	CG30392	2R	57D8-57D8
CG30393	CG30393	2R	57D4-57D5
CG30394	CG30394	2R	57D11-57D11
CG30395	CG30395	2R	58A1-58A1
CG30396	Gr58a	2R	58B1-58B1
CG30398	CG30398	2R	57F10-57F10
CG3040	CG3040	X	6E4-6E4
CG30401	dany	2R	58B1-58B1
CG30403	CG30403	2R	57F10-57F10
CG30404	Tango11	2R	57F10-57F10
CG3041	Orc2	3R	88A3-88A3
CG30410	Rpi	2R	59D8-59D8
CG30411	CG30411	2R	59D11-59D11
CG30412	CG30412	2R	59D6-59D6
CG30413	CG30413	2R	59D6-59D6
CG30414	CG30414	2R	59D9-59D9
CG30415	roh	2R	59D9-59D9
CG30416	CG30416	2R	59D6-59D6
CG30417	tbrd-3	2R	59D6-59D6
CG30418	nord	2R	60C3-60C4
CG30419	CG30419	2R	60C2-60C3
CG30421	Usp15-31	2R	60D16-60E1
CG30423	CG30423	2R	60E4-60E4
CG30424	cGlr2	2R	60E11-60E11
CG30425	RpL41	2R	60E5-60E5
CG30427	CG30427	2R	60E5-60E5
CG30428	CG30428	2R	60F5-60F5
CG30429	CG30429	2R	60F5-60F5
CG30430	CG30430	2R	60F5-60F5
CG30431	CG30431	2R	42A13-42A13
CG30432	CG30432	2R	42A13-42A13
CG30438	Ugt50B3	2R	41F2-41F3
CG3044	Cht11	X	6D6-6D6
CG30440	CG30440	2R	41F2-41F2
CG30441	IFT20	2R	41E5-41E5
CG30443	Opbp	2R	42C2-42C2
CG30445	Tdc1	2R	42C3-42C3
CG30446	Tdc2	2R	42C3-42C3
CG30447	CG30447	2R	56E5-56E5
CG30448	Obp56i	2R	56E4-56E4
CG3045	CG3045	2R	58C5-58C5
CG30450	Obp56f	2R	56E2-56E2
CG30457	CG30457	2R	54A2-54A2
CG30458	CG30458	2R	54A2-54A2
CG30460	CG30460	2R	53F4-53F5
CG30461	CG30461	2R	53E4-53E4
CG30463	Pgant9	2R	53D1-53D4
CG30464	Ir52d	2R	52A6-52A6
CG30466	CG30466	2R	52A13-52A13
CG30467	CG30467	2R	52A10-52A10
CG30468	Ir52c	2R	52A6-52A6
CG30469	Ir52b	2R	52A6-52A6
CG3047	Sgs1	2L	25B4-25B4
CG30471	CG30471	2R	52A10-52A10
CG30472	CG30472	2R	52A1-52A1
CG30473	Obp51a	2R	51D8-51D8
CG30476	ave	2R	51C2-51C2
CG30479	CG30479	2R	51B10-51B10
CG3048	Traf4	2L	24E1-24E4
CG30480	CG30480	2R	51B10-51B10
CG30481	mRpL53	2R	50C16-50C16
CG30483	Prosap	2R	50D3-50E1
CG30484	CG30484	2R	50C6-50C6
CG30485	CG30485	2R	50C6-50C6
CG30486	CG30486	2R	49D4-49D4
CG30487	CG30487	2R	49E1-49E1
CG30488	antr	2R	49D4-49D4
CG30489	Cyp12d1-p	2R	47D4-47D4
CG30491	CG30491	2R	43E7-43E7
CG30493	Coq9	2R	43E11-43E11
CG30495	CG30495	2R	43E7-43E8
CG30496	CG30496	2R	43E11-43E11
CG30498	boca	2R	43D7-43D7
CG30499	Rpe	2R	43D7-43D7
CG3050	Cyp6d5	3R	88A4-88A4
CG30502	fa2h	2R	43C1-43C1
CG30503	CG30503	2R	43C1-43C1
CG3051	AMPKalpha	X	2A1-2A1
CG3052	HLH4C	X	4C10-4C11
CG3054	l(2)k05819	2L	24E5-24F1
CG3056	ssx	X	2A1-2A1
CG3057	colt	2L	23A5-23A5
CG3058	Dim1	2L	24F1-24F1
CG3059	NTPase	2L	23C1-23C1
CG3060	mr	2R	60A15-60A15
CG3061	CG3061	3R	88A4-88A4
CG3062	CG3062	X	4C10-4C10
CG3065	CG3065	2R	60A14-60A15
CG3066	Sp7	3R	84D14-84E1
CG3068	aurA	3R	87A3-87A3
CG3069	Taf10b	2L	23A5-23A5
CG3071	CG3071	X	2F2-2F2
CG3073	temp	X	2F2-2F2
CG3074	Swim	2R	58C7-58D1
CG3075	Nf-YC	X	6D3-6D3
CG3077	Snx21	2L	23A5-23A5
CG3078	CG3078	X	2F2-2F2
CG3081	CG3081	X	4C10-4C10
CG3082	l(2)k09913	2R	59C3-59C3
CG3083	Prx6005	2L	23C1-23C1
CG3085	CG3085	2R	59C3-59C3
CG3086	MAPk-Ak2	X	5B8-5B8
CG3088	CG3088	3L	67C2-67C2
CG3090	Sox14	2R	60A16-60A16
CG3091	CG3091	X	2F2-2F2
CG3092	CG3092	2R	59D3-59D3
CG3093	dor	X	2B5-2B5
CG3095	hfw	X	2B5-2B6
CG3096	Brd	3L	71A4-71A4
CG3097	CG3097	X	5B8-5C2
CG3100	b6	X	2B7-2B7
CG31000	heph	3R	100D3-100E1
CG31002	Ugt35D1	3R	100C3-100C3
CG31003	gskt	3R	100C2-100C2
CG31004	mesh	3R	100B5-100B5
CG31005	qless	3R	100B8-100B8
CG31006	stops	3R	100B4-100B5
CG31007	CG31007	3R	100B1-100B1
CG31008	CG31008	3R	100B1-100B1
CG31009	Cad99C	3R	99C4-99C4
CG31010	CG31010	3R	100A2-100A2
CG31012	cindr	3R	100A6-100A6
CG31013	CG31013	3R	100A1-100A1
CG31014	PH4alphaSG1	3R	99F6-99F6
CG31015	PH4alphaPV	3R	100A1-100A1
CG31016	CG31016	3R	100A1-100A1
CG31017	PH4alphaNE3	3R	100A1-100A1
CG31019	CG31019	3R	99F11-100A1
CG31020	spdo	3R	99F6-99F6
CG31021	CG31021	3R	100A1-100A1
CG31022	PH4alphaEFB	3R	99F6-99F6
CG31025	Ppi1	3R	99D7-99D8
CG31028	CG31028	3R	99E1-99E1
CG31029	CG31029	3R	99D8-99D8
CG31030	VhaAC45RP	3R	99E1-99E1
CG31033	Atg16	3R	99C2-99C2
CG31034	Jon99Cii	3R	99C7-99C7
CG31036	CG31036	3R	99C6-99C6
CG31037	ca	3R	99C2-99C2
CG31038	CG31038	3R	99C5-99C6
CG31039	Jon99Ci	3R	99C7-99C7
CG3104	CG3104	2L	23B5-23B5
CG31040	Cog7	3R	99C7-99C7
CG31041	CG31041	3R	99B4-99B4
CG31043	gukh	3R	91E2-91E3
CG31045	Mhcl	3R	89B2-89B3
CG31048	spg	3R	98E6-98F1
CG3105	Pask	2R	60A16-60B1
CG31050	CG31050	3R	98E1-98E1
CG31051	CG31051	3R	98D3-98D3
CG31053	nenya	3R	98B6-98B6
CG31055	CG31055	3R	98B1-98B1
CG31059	Gr98b	3R	98A4-98A4
CG3106	CG3106	X	8F6-8F6
CG31060	Gr98c	3R	98A4-98A4
CG31061	Gr98d	3R	98A4-98A4
CG31062	side	3R	97F6-97F10
CG31064	CG31064	3R	97E10-97E10
CG31065	ppk31	3R	97E5-97E6
CG31068	CG31068	3R	97E10-97E10
CG31069	spn-D	3R	97E6-97E6
CG3107	CG3107	2R	41D3-41D3
CG31072	Lerp	3R	97D2-97D3
CG31075	CG31075	3R	97D12-97D12
CG31076	CG31076	3R	97D12-97D12
CG31077	CG31077	3R	97D12-97D12
CG3108	CG3108	X	5C2-5C2
CG31080	TwdlH	3R	97C2-97C2
CG31081	TwdlR	3R	97C2-97C2
CG31086	CG31086	3R	97A4-97A4
CG31087	CG31087	3R	96D1-96D1
CG31088	CG31088	3R	89A8-89A8
CG31089	CG31089	3R	96F7-96F7
CG3109	mRpL16	X	2B14-2B14
CG31091	CG31091	3R	96F7-96F7
CG31092	LpR2	3R	96E10-96F1
CG31093	CG31093	3R	96F3-96F3
CG31094	LpR1	3R	96F1-96F2
CG31096	Lgr3	3R	96E8-96E9
CG31097	CG31097	3R	96D1-96D1
CG31098	CG31098	3R	96C9-96D1
CG31099	CG31099	3R	96D1-96D1
CG31100	CG31100	3R	85C1-85C1
CG31102	CG31102	3R	96D1-96D1
CG31103	CG31103	3R	96C6-96C6
CG31104	CG31104	3R	96C9-96C9
CG31105	ppk22	3R	96B1-96B1
CG31106	CG31106	3R	96C5-96C6
CG31108	TTLL5	3R	96C1-96C1
CG31109	CG31109	3R	96B19-96B19
CG31111	CG31111	3R	96B19-96B19
CG31115	CG31115	3R	96B17-96B17
CG31116	ClC-a	3R	86F8-86F8
CG31118	RabX4	3R	96A24-96A24
CG31119	HDAC11	3R	96B1-96B1
CG31121	CG31121	3R	96B2-96B4
CG31122	CG31122	3R	91A6-91A6
CG31125	CG31125	3R	96A13-96A14
CG31126	CG31126	3R	96A14-96A14
CG31127	Wsck	3R	96A13-96A13
CG31128	CG31128	3R	96A2-96A2
CG31131	CG31131	3R	98B6-98B6
CG31132	BRWD3	3R	95F12-95F13
CG31133	Slimp	3R	95E5-95E5
CG31136	Syx1A	3R	95E1-95E1
CG31137	twin	3R	95F1-95F2
CG31139	CG31139	3R	94C4-94C4
CG3114	ewg	X	1A1-1A1
CG31140	CG31140	3R	95D1-95D4
CG31141	CG31141	3R	95C12-95C12
CG31142	CG31142	3R	95C13-95C13
CG31145	CG31145	3R	95A4-95A7
CG31146	Nlg1	3R	84D11-84D12
CG31147	mthl11	3R	86B3-86B4
CG31148	Gba1a	3R	95A8-95A8
CG31150	cv-d	3R	89A5-89A6
CG31151	wge	3R	94C2-94C3
CG31152	rumi	3R	94C4-94C4
CG31155	Polr2G	3R	88E3-88E3
CG31156	CG31156	3R	94B6-94B6
CG31157	CG31157	3R	87D10-87D10
CG31158	Efa6	3R	94B5-94B6
CG31159	mRRF2	3R	94B6-94B6
CG31161	CG31161	3R	94B6-94B6
CG31163	SKIP	3R	94A2-94A4
CG31164	Ir94a	3R	94A2-94A2
CG3117	CG3117	2L	23B4-23B5
CG31173	Gr93c	3R	93F14-93F14
CG31174	CG31174	3R	93F14-93F14
CG31176	CG31176	3R	93F2-93F6
CG31178	CG31178	3R	93F14-93F14
CG31183	CG31183	3R	89A6-89A6
CG31184	LSm3	3R	95D5-95D5
